actionType	chemblIds	targetType	targets
ANTAGONIST	CHEMBL4594402	single protein	ENSG00000082556
INHIBITOR	CHEMBL1278146	single protein	ENSG00000037280
INHIBITOR	CHEMBL3545381	single protein	ENSG00000198400
INHIBITOR	CHEMBL514800	protein family	ENSG00000065989
INHIBITOR	CHEMBL514800	protein family	ENSG00000113448
INHIBITOR	CHEMBL514800	protein family	ENSG00000184588
INHIBITOR	CHEMBL514800	protein family	ENSG00000105650
ANTAGONIST	CHEMBL1354199	single protein	ENSG00000133019
ANTAGONIST	CHEMBL376897	single protein	ENSG00000133019
INHIBITOR	CHEMBL3545374	single protein	ENSG00000138379
INHIBITOR	CHEMBL270995	protein family	ENSG00000102755
INHIBITOR	CHEMBL270995	protein family	ENSG00000037280
INHIBITOR	CHEMBL270995	protein family	ENSG00000128052
AGONIST	CHEMBL1200511	single protein	ENSG00000109163
AGONIST	CHEMBL1007	single protein	ENSG00000109163
AGONIST	CHEMBL2109247	single protein	ENSG00000120889
INHIBITOR	CHEMBL2010872	protein family	ENSG00000102755
INHIBITOR	CHEMBL2010872	protein family	ENSG00000037280
INHIBITOR	CHEMBL2010872	protein family	ENSG00000128052
INHIBITOR	CHEMBL4650333	single protein	ENSG00000182578
INHIBITOR	CHEMBL4297700	single protein	ENSG00000112115
INHIBITOR	CHEMBL406381	protein family	ENSG00000102755
INHIBITOR	CHEMBL406381	protein family	ENSG00000037280
INHIBITOR	CHEMBL406381	protein family	ENSG00000128052
BLOCKER	CHEMBL193	protein family	ENSG00000151067
BLOCKER	CHEMBL193	protein family	ENSG00000081248
BLOCKER	CHEMBL193	protein family	ENSG00000157388
BLOCKER	CHEMBL193	protein family	ENSG00000102001
AGONIST	CHEMBL596	single protein	ENSG00000112038
ANTAGONIST	CHEMBL1256818	single protein	ENSG00000183454
ANTAGONIST	CHEMBL52440	single protein	ENSG00000183454
AGONIST	CHEMBL701	protein complex	ENSG00000204681
AGONIST	CHEMBL701	protein complex	ENSG00000136928
INHIBITOR	CHEMBL278819	single protein	ENSG00000189221
AGONIST	CHEMBL2108380	single protein	ENSG00000151892
DEGRADER	CHEMBL4650365	single protein	ENSG00000091831
ANTAGONIST	CHEMBL1200940	single protein	ENSG00000149295
ANTAGONIST	CHEMBL86	single protein	ENSG00000149295
AGONIST	CHEMBL1434513	protein family	ENSG00000120907
AGONIST	CHEMBL1434513	protein family	ENSG00000150594
AGONIST	CHEMBL1434513	protein family	ENSG00000043591
AGONIST	CHEMBL1434513	protein family	ENSG00000169252
AGONIST	CHEMBL1434513	protein family	ENSG00000184160
AGONIST	CHEMBL1434513	protein family	ENSG00000171873
AGONIST	CHEMBL1434513	protein family	ENSG00000170214
AGONIST	CHEMBL1434513	protein family	ENSG00000274286
AGONIST	CHEMBL1434513	protein family	ENSG00000188778
AGONIST	CHEMBL1437	protein family	ENSG00000120907
AGONIST	CHEMBL1437	protein family	ENSG00000150594
AGONIST	CHEMBL1437	protein family	ENSG00000043591
AGONIST	CHEMBL1437	protein family	ENSG00000169252
AGONIST	CHEMBL1437	protein family	ENSG00000184160
AGONIST	CHEMBL1437	protein family	ENSG00000171873
AGONIST	CHEMBL1437	protein family	ENSG00000170214
AGONIST	CHEMBL1437	protein family	ENSG00000274286
AGONIST	CHEMBL1437	protein family	ENSG00000188778
AGONIST	CHEMBL4297631	single protein	ENSG00000101916
SUBSTRATE	CHEMBL1201130	protein family	ENSG00000145692
SUBSTRATE	CHEMBL1201130	protein family	ENSG00000132840
SUBSTRATE	CHEMBL95889	protein family	ENSG00000145692
SUBSTRATE	CHEMBL95889	protein family	ENSG00000132840
INHIBITOR	CHEMBL1619785	protein family	
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000113327
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000166206
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000109158
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000182256
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000268089
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000011677
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000094755
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000187730
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000163285
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000163288
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000102287
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000151834
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000186297
POSITIVE ALLOSTERIC MODULATOR	CHEMBL526	protein complex group	ENSG00000145863
INHIBITOR	CHEMBL1201127	single protein	
INHIBITOR	CHEMBL1323	single protein	
ANTAGONIST	CHEMBL1254025	single protein	ENSG00000180914
INHIBITOR	CHEMBL3545381	single protein	ENSG00000140538
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000113327
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000166206
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000109158
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000182256
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000268089
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000011677
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000094755
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000187730
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000163285
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000163288
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000102287
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000151834
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000186297
POSITIVE ALLOSTERIC MODULATOR	CHEMBL1200903	protein complex group	ENSG00000145863
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000113327
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000166206
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000109158
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000182256
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000268089
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000011677
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000094755
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000187730
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000163285
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000163288
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000102287
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000151834
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000186297
POSITIVE ALLOSTERIC MODULATOR	CHEMBL447	protein complex group	ENSG00000145863
ANTAGONIST	CHEMBL278398	single protein	ENSG00000196639
PARTIAL AGONIST	CHEMBL1134	protein complex group	ENSG00000138435
PARTIAL AGONIST	CHEMBL1134	protein complex group	ENSG00000196811
PARTIAL AGONIST	CHEMBL1134	protein complex group	ENSG00000170175
PARTIAL AGONIST	CHEMBL1134	protein complex group	ENSG00000135902
PARTIAL AGONIST	CHEMBL1134	protein complex group	ENSG00000108556
PARTIAL AGONIST	CHEMBL1190	protein complex group	ENSG00000138435
PARTIAL AGONIST	CHEMBL1190	protein complex group	ENSG00000196811
PARTIAL AGONIST	CHEMBL1190	protein complex group	ENSG00000170175
PARTIAL AGONIST	CHEMBL1190	protein complex group	ENSG00000135902
PARTIAL AGONIST	CHEMBL1190	protein complex group	ENSG00000108556
BLOCKER	CHEMBL108	protein family	ENSG00000144285
BLOCKER	CHEMBL108	protein family	ENSG00000183873
BLOCKER	CHEMBL108	protein family	ENSG00000007314
BLOCKER	CHEMBL108	protein family	ENSG00000136546
BLOCKER	CHEMBL108	protein family	ENSG00000136531
BLOCKER	CHEMBL108	protein family	ENSG00000169432
BLOCKER	CHEMBL108	protein family	ENSG00000153253
BLOCKER	CHEMBL108	protein family	ENSG00000168356
BLOCKER	CHEMBL108	protein family	ENSG00000196876
BLOCKER	CHEMBL108	protein family	ENSG00000185313
INHIBITOR	CHEMBL625	protein complex group	
BLOCKER	CHEMBL1200440	protein family	ENSG00000144285
BLOCKER	CHEMBL1200440	protein family	ENSG00000183873
BLOCKER	CHEMBL1200440	protein family	ENSG00000007314
BLOCKER	CHEMBL1200440	protein family	ENSG00000136546
BLOCKER	CHEMBL1200440	protein family	ENSG00000136531
BLOCKER	CHEMBL1200440	protein family	ENSG00000169432
BLOCKER	CHEMBL1200440	protein family	ENSG00000153253
BLOCKER	CHEMBL1200440	protein family	ENSG00000168356
BLOCKER	CHEMBL1200440	protein family	ENSG00000196876
BLOCKER	CHEMBL1200440	protein family	ENSG00000185313
BLOCKER	CHEMBL1087	protein family	ENSG00000144285
BLOCKER	CHEMBL1087	protein family	ENSG00000183873
BLOCKER	CHEMBL1087	protein family	ENSG00000007314
BLOCKER	CHEMBL1087	protein family	ENSG00000136546
BLOCKER	CHEMBL1087	protein family	ENSG00000136531
BLOCKER	CHEMBL1087	protein family	ENSG00000169432
BLOCKER	CHEMBL1087	protein family	ENSG00000153253
BLOCKER	CHEMBL1087	protein family	ENSG00000168356
BLOCKER	CHEMBL1087	protein family	ENSG00000196876
BLOCKER	CHEMBL1087	protein family	ENSG00000185313
INHIBITOR	CHEMBL221722	protein complex	
ANTAGONIST	CHEMBL1208155	single protein	ENSG00000109163
AGONIST	CHEMBL3301618	single protein	ENSG00000101916
ANTAGONIST	CHEMBL1718	protein family	ENSG00000082556
ANTAGONIST	CHEMBL1718	protein family	ENSG00000116329
ANTAGONIST	CHEMBL1718	protein family	ENSG00000112038
ANTAGONIST	CHEMBL80	protein family	ENSG00000082556
ANTAGONIST	CHEMBL80	protein family	ENSG00000116329
ANTAGONIST	CHEMBL80	protein family	ENSG00000112038
INHIBITOR	CHEMBL2105689	single protein	
AGONIST	CHEMBL1200940	single protein	ENSG00000164270
AGONIST	CHEMBL86	single protein	ENSG00000164270
ANTAGONIST	CHEMBL1200469	single protein	ENSG00000102468
ANTAGONIST	CHEMBL564	single protein	ENSG00000102468
AGONIST	CHEMBL2070241	single protein	ENSG00000166603
INHIBITOR	CHEMBL440498	single protein	ENSG00000262406
AGONIST	CHEMBL1201642	single protein	ENSG00000171105
BINDING AGENT	CHEMBL4594455	single protein	ENSG00000154269
ANTAGONIST	CHEMBL1201089	single protein	ENSG00000196639
ANTAGONIST	CHEMBL657	single protein	ENSG00000196639
INHIBITOR	CHEMBL3140361	single protein	
INHIBITOR	CHEMBL44884	single protein	
ANTAGONIST	CHEMBL523299	single protein	ENSG00000133019
ANTAGONIST	CHEMBL1187833	single protein	ENSG00000133019
INHIBITOR	CHEMBL2109444	single protein	
INHIBITOR	CHEMBL98	single protein	ENSG00000171720
AGONIST	CHEMBL2109531	single protein	ENSG00000186827
PARTIAL AGONIST	CHEMBL2105749	single protein	ENSG00000082556
PARTIAL AGONIST	CHEMBL426084	single protein	ENSG00000082556
INHIBITOR	CHEMBL4297918	single protein	ENSG00000167941
INHIBITOR	CHEMBL219410	single protein	ENSG00000088832
PARTIAL AGONIST	CHEMBL127071	protein complex	ENSG00000160716
PARTIAL AGONIST	CHEMBL127071	protein complex	ENSG00000147434
ANTAGONIST	CHEMBL1318287	protein complex	ENSG00000117971
ANTAGONIST	CHEMBL1318287	protein complex	ENSG00000080644
ANTAGONIST	CHEMBL1271	protein complex	ENSG00000117971
ANTAGONIST	CHEMBL1271	protein complex	ENSG00000080644
INHIBITOR	CHEMBL1200779	protein complex	
INHIBITOR	CHEMBL428	protein complex	
ANTAGONIST	CHEMBL178803	single protein	ENSG00000151577
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000188229
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000101162
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000198033
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000127824
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000258947
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000167552
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000104833
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000261456
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000196230
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000123416
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000167553
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000152086
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000137267
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000137285
DISRUPTING AGENT	CHEMBL4594455	protein complex group	ENSG00000176014
INHIBITOR	CHEMBL333325	single protein	
INHIBITOR	CHEMBL1200814	single protein	ENSG00000167434
INHIBITOR	CHEMBL20	single protein	ENSG00000167434
INHIBITOR	CHEMBL2109355	single protein	ENSG00000017427
ANTAGONIST	CHEMBL207197	single protein	ENSG00000064989
ANTAGONIST	CHEMBL1200771	single protein	ENSG00000133019
ANTAGONIST	CHEMBL1201354	single protein	ENSG00000133019
MODULATOR	CHEMBL3707354	protein complex	ENSG00000160716
MODULATOR	CHEMBL3707354	protein complex	ENSG00000101204
INHIBITOR	CHEMBL1200701	protein family	
INHIBITOR	CHEMBL893	protein family	
INHIBITOR	CHEMBL1670	single protein	ENSG00000160882
INHIBITOR	CHEMBL3301603	single protein	ENSG00000167601
INHIBITOR	CHEMBL3301622	single protein	ENSG00000167601
INHIBITOR	CHEMBL3990028	single protein	ENSG00000101017
AGONIST	CHEMBL1451	single protein	ENSG00000113580
AGONIST	CHEMBL1364551	selectivity group	ENSG00000149295
AGONIST	CHEMBL1364551	selectivity group	ENSG00000184845
AGONIST	CHEMBL278819	selectivity group	ENSG00000149295
AGONIST	CHEMBL278819	selectivity group	ENSG00000184845
INHIBITOR	CHEMBL63	protein family	ENSG00000065989
INHIBITOR	CHEMBL63	protein family	ENSG00000113448
INHIBITOR	CHEMBL63	protein family	ENSG00000184588
INHIBITOR	CHEMBL63	protein family	ENSG00000105650
INHIBITOR	CHEMBL3545316	single protein	ENSG00000113721
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000188229
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000101162
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000198033
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000127824
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000258947
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000167552
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000104833
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000261456
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000196230
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000123416
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000167553
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000152086
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000137267
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000137285
INHIBITOR	CHEMBL4298045	protein complex group	ENSG00000176014
INHIBITOR	CHEMBL574737	protein family	ENSG00000115825
INHIBITOR	CHEMBL574737	protein family	ENSG00000163558
INHIBITOR	CHEMBL574737	protein family	ENSG00000154229
INHIBITOR	CHEMBL574737	protein family	ENSG00000126583
INHIBITOR	CHEMBL574737	protein family	ENSG00000163932
INHIBITOR	CHEMBL574737	protein family	ENSG00000166501
INHIBITOR	CHEMBL574737	protein family	ENSG00000067606
INHIBITOR	CHEMBL574737	protein family	ENSG00000171132
INHIBITOR	CHEMBL574737	protein family	ENSG00000027075
INHIBITOR	CHEMBL574737	protein family	ENSG00000184304
INHIBITOR	CHEMBL574737	protein family	ENSG00000065675
INHIBITOR	CHEMBL4650286	single protein	ENSG00000175054
AGONIST	CHEMBL1950649	single protein	ENSG00000128271
MODULATOR	CHEMBL3545417	single protein	ENSG00000169083
INHIBITOR	CHEMBL3544973	protein family	
INHIBITOR	CHEMBL501122	protein family	
INHIBITOR	CHEMBL3622533	single protein	ENSG00000171608
BINDING AGENT	CHEMBL4297572	single protein	ENSG00000232810
INHIBITOR	CHEMBL2218913	protein nucleic-acid complex	
INHIBITOR	CHEMBL2221250	protein nucleic-acid complex	
AGONIST	CHEMBL2105107	single protein	ENSG00000111424
BINDING AGENT	CHEMBL2108655	single protein	
INHIBITOR	CHEMBL2107455	single protein	ENSG00000056972
ANTAGONIST	CHEMBL1200873	protein family	ENSG00000120907
ANTAGONIST	CHEMBL1200873	protein family	ENSG00000150594
ANTAGONIST	CHEMBL1200873	protein family	ENSG00000184160
ANTAGONIST	CHEMBL1200873	protein family	ENSG00000171873
ANTAGONIST	CHEMBL1200873	protein family	ENSG00000170214
ANTAGONIST	CHEMBL1200873	protein family	ENSG00000274286
ANTAGONIST	CHEMBL597	protein family	ENSG00000120907
ANTAGONIST	CHEMBL597	protein family	ENSG00000150594
ANTAGONIST	CHEMBL597	protein family	ENSG00000184160
ANTAGONIST	CHEMBL597	protein family	ENSG00000171873
ANTAGONIST	CHEMBL597	protein family	ENSG00000170214
ANTAGONIST	CHEMBL597	protein family	ENSG00000274286
ANTAGONIST	CHEMBL3707446	single protein	ENSG00000174175
INHIBITOR	CHEMBL482767	protein family	ENSG00000178999
INHIBITOR	CHEMBL482767	protein family	ENSG00000105146
INHIBITOR	CHEMBL482767	protein family	ENSG00000087586
INHIBITOR	CHEMBL482967	protein family	ENSG00000178999
INHIBITOR	CHEMBL482967	protein family	ENSG00000105146
INHIBITOR	CHEMBL482967	protein family	ENSG00000087586
INHIBITOR	CHEMBL2108671	single protein	
INHIBITOR	CHEMBL1201571	single protein	ENSG00000116824
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000113327
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000166206
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000109158
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000182256
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000268089
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000011677
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000094755
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000187730
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000163285
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000163288
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000102287
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000151834
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000186297
POSITIVE ALLOSTERIC MODULATOR	CHEMBL970	protein complex group	ENSG00000145863
BLOCKER	CHEMBL517427	protein family	ENSG00000151067
BLOCKER	CHEMBL517427	protein family	ENSG00000081248
BLOCKER	CHEMBL517427	protein family	ENSG00000157388
BLOCKER	CHEMBL517427	protein family	ENSG00000102001
PARTIAL AGONIST	CHEMBL54349	single protein	ENSG00000100300
INHIBITOR	CHEMBL1421	single protein	ENSG00000097007
MODULATOR	CHEMBL4744254	single protein	
MODULATOR	CHEMBL1200675	protein family	ENSG00000140009
MODULATOR	CHEMBL1200675	protein family	ENSG00000091831
MODULATOR	CHEMBL1655	protein family	ENSG00000140009
MODULATOR	CHEMBL1655	protein family	ENSG00000091831
INHIBITOR	CHEMBL1258517	single protein	ENSG00000198793
INHIBITOR	CHEMBL3544956	single protein	ENSG00000146648
INHIBITOR	CHEMBL3545110	single protein	ENSG00000105810
INHIBITOR	CHEMBL3984441	single protein	ENSG00000122025
AGONIST	CHEMBL4297564	single protein	ENSG00000239732
INHIBITOR	CHEMBL35033	single protein	
ANTAGONIST	CHEMBL2107384	single protein	ENSG00000160791
ANTAGONIST	CHEMBL82301	single protein	ENSG00000160791
INHIBITOR	CHEMBL1200895	protein family	ENSG00000189221
INHIBITOR	CHEMBL1200895	protein family	ENSG00000069535
INHIBITOR	CHEMBL1089	protein family	ENSG00000189221
INHIBITOR	CHEMBL1089	protein family	ENSG00000069535
POSITIVE MODULATOR	CHEMBL2010601	single protein	ENSG00000001626
INHIBITOR	CHEMBL3989780	single protein	ENSG00000256713
INHIBITOR	CHEMBL2367706	single protein	ENSG00000256713
INHIBITOR	CHEMBL3545243	single protein	ENSG00000126934
INHIBITOR	CHEMBL729	single protein	
INHIBITOR	CHEMBL189963	protein complex	ENSG00000135446
INHIBITOR	CHEMBL189963	protein complex	ENSG00000110092
INHIBITOR	CHEMBL3545177	single protein	ENSG00000197122
ANTAGONIST	CHEMBL908	single protein	ENSG00000149295
INHIBITOR	CHEMBL3545083	single protein	ENSG00000136807
